word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
pretreatments,,5.0,,3.0,,
digestion,5.0,10.0,6.0,35.0,2.0,4.0
sludge,9.0,25.0,23.0,65.0,4.0,4.0
dewaterability,4.0,5.0,1.0,15.0,2.0,
degradation,2.0,,,1.0,1.0,
pahs,2.0,6.0,3.0,14.0,1.0,
hydrocarbons,1.0,1.0,,,,
