word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
control,,2.0,3.0,9.0,2.0,7.0
sialyltransferases,1.0,3.0,,,,
prostate,6.0,12.0,5.0,33.0,24.0,2.0
cancer,5.0,24.0,6.0,18.0,16.0,2.0
cellscontrol,,,,,,
transcription,1.0,,1.0,3.0,6.0,
