word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
object,6.0,10.0,15.0,20.0,22.0,
action,3.0,13.0,17.0,30.0,18.0,
mirror,8.0,15.0,6.0,7.0,21.0,
system,2.0,5.0,2.0,,11.0,
implications,1.0,2.0,,,,
theories,3.0,2.0,,,,
motor,5.0,7.0,,4.0,5.0,
simulationneuroimaging,,,,,,
