word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
stress,3.0,10.0,9.0,11.0,4.0,
zebrafish,6.0,12.0,6.0,16.0,15.0,
rerio,,,,,,
