word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
two-thirds,1.0,,,,2.0,
tuberculosis,1.0,2.0,2.0,,,
cases,1.0,3.0,3.0,2.0,10.0,
community,1.0,1.0,1.0,1.0,5.0,
ethiopia,1.0,3.0,3.0,3.0,8.0,
population,3.0,4.0,4.0,3.0,3.0,
dabat,,,7.0,3.0,2.0,
dhss,,,,,,
