word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
use,2.0,5.0,2.0,,4,
rfid,5.0,3.0,11.0,4.0,26,
technology,1.0,4.0,4.0,,7,
feeder,7.0,13.0,22.0,23.0,18,
visitations,2.0,1.0,,3.0,3,
contact,3.0,4.0,1.0,3.0,6,
network,1.0,3.0,5.0,6.0,2,2.0
hummingbirds,7.0,8.0,19.0,41.0,20,5.0
habitats,1.0,,,,1,
system,1.0,1.0,7.0,2.0,8,
usage,,3.0,,,1,
