word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
effects,,3.0,4.0,,2.0,
urbanization,6.0,9.0,9.0,20.0,6.0,
host-pathogen,,1.0,,,,
interactions,,1.0,,,,
yersinia,6.0,7.0,12.0,17.0,17.0,
house,5.0,4.0,7.0,8.0,10.0,2.0
sparrows,7.0,4.0,6.0,8.0,9.0,1.0
model,,,3.0,2.0,,
