word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
neuroinflammation,3.0,2.0,,1.0,5.0,
neurodegeneration,2.0,1.0,,1.0,4.0,
alzheimer,1.0,1.0,,,,
disease,1.0,3.0,,,,
model,,,6.0,2.0,5.0,
cells,9.0,19.0,2.0,24.0,19.0,
