word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
expression,4.0,7.0,9.0,27.0,17.0,2.0
abnormalities,,,,,2.0,
neuregulin,1.0,1.0,,,,
transmembrane,3.0,2.0,4.0,4.0,3.0,
domain,4.0,5.0,10.0,11.0,13.0,
mutant,2.0,,1.0,,5.0,
mouse,4.0,5.0,7.0,3.0,20.0,
mice,5.0,5.0,19.0,57.0,24.0,3.0
