word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
impact,1.0,4,1.0,1.0,1,
group,1.0,13,4.0,2.0,4,1.0
cues,3.0,14,7.0,1.0,2,2.0
attitudes,,6,,,4,3.0
violation,1.0,4,7.0,2.0,3,1.0
norms,,2,2.0,1.0,3,
