word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
infection,7.0,14.0,1.0,20.0,35.0,
porcine,2.0,4.0,2.0,6.0,2.0,
lung,,5.0,1.0,4.0,4.0,1.0
response,2.0,9.0,,18.0,16.0,
sequencinglung,,,,,,
