word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
association,8,6,2.0,7.0,24.0,2.0
number,5,6,14.0,16.0,18.0,2.0
children,8,7,17.0,33.0,26.0,2.0
thickness,1,1,,,,
cimt,6,8,24.0,17.0,29.0,2.0
