word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
necroptosis,9.0,11.0,1.0,53.0,26.0,1.0
place,,,,3.0,,
immunodeficiency,1.0,1.0,,,,
virus,1.0,3.0,,1.0,2.0,
type-1,,,,,,
cd4+,6.0,5.0,5.0,18.0,5.0,
lymphocytes,3.0,1.0,,1.0,1.0,
