word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
deficiency,,,,,,
c5l2,5.0,12.0,1.0,5.0,10.0,
increases,1.0,3.0,,1.0,1.0,
infiltration,1.0,2.0,1.0,1.0,3.0,
alters,,,,,,
tissue,2.0,11.0,6.0,42.0,6.0,1.0
function,1.0,2.0,,,,
c5l2−/−,6.0,3.0,8.0,80.0,9.0,4.0
macrophage,4.0,2.0,2.0,18.0,8.0,
