word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
histone,2.0,5.0,4.0,13.0,2.0,1.0
lysine,1.0,1.0,,,,
monomethyl,3.0,1.0,,3.0,3.0,
mark,3.0,1.0,,5.0,3.0,
mbt,4.0,9.0,4.0,32.0,5.0,4.0
interphase,2.0,1.0,,3.0,2.0,
chromatin,3.0,4.0,,18.0,6.0,
h4k20,4.0,5.0,1.0,10.0,5.0,3.0
me1,,,,,,
