word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
migration,8.0,33,44,39,24,
acculturation,9.0,30,41,28,27,2.0
maintenance,,2,1,3,3,
variation,4.0,21,27,4,9,
