word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
bone,1,1.0,1.0,,7,
marrow,1,,,,7,
cells,2,8.0,6.0,10.0,19,
muscle,14,18.0,16.0,54.0,33,
function,1,1.0,,3.0,6,
re-injury,1,2.0,,,1,
model,2,2.0,2.0,1.0,3,
