word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
effectiveness,1,2.0,,,1.0,
pap,4,3.0,13.0,17.0,8.0,
hpv,5,2.0,9.0,18.0,10.0,
dna,4,2.0,5.0,5.0,1.0,
cancer,5,6.0,5.0,2.0,19.0,
program,2,,,2.0,6.0,
community,1,1.0,5.0,,3.0,
andhra,1,1.0,1.0,,,
pradesh,1,1.0,1.0,,,
