word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
mechanism,2.0,2.0,,1.0,1.0,
inhibition,,,,,,
phosphatase,1.0,1.0,,,,
inhibitory,1.0,,,,1.0,
ptp1b,8.0,19.0,9.0,30.0,5.0,2.0
