word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
influence,,6,1.0,,,
gender,1.0,11,7.0,3.0,,2.0
ratios,,3,,,,
careers,,2,1.0,1.0,,
networks,3.0,26,15.0,7.0,,4.0
tokenism,1.0,2,4.0,1.0,,1.0
