word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
association,,,,,,
cytokines,1.0,,2.0,5.0,5.0,
iron,2.0,8.0,,2.0,9.0,
protein,1.0,1.0,,1.0,,
irp2,2.0,3.0,3.0,6.0,4.0,
leishmania,5.0,3.0,7.0,17.0,9.0,
burden,4.0,2.0,,3.0,3.0,1.0
leishmaniasis,2.0,5.0,1.0,,3.0,
control,,3.0,5.0,,4.0,
