word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
reassessment,,,,,,
lineage,,1.0,,,,
fusion,1.0,6.0,2.0,4.0,,
hypothesis,2.0,2.0,2.0,,,
origin,2.0,2.0,,1.0,,
membrane,2.0,6.0,1.0,,2.0,1.0
bacteriareassessment,,,,,,
